ssid,doi,title,authors,year,venue
"92bf5d6d2457b9c78ed5745c72b765b90219521a","10.1177/147470490900700107","Tearing: Breakthrough in Human Emotional Signaling","R. Provine, K. Krosnowski, Nicole W. Brocato","2009","",
"8177680fae220b06411d4483f8cd0a3efd08b3de","10.1037/1089-2680.4.4.354","Adult Crying: A Model and Review of the Literature","A. Vingerhoets, Randolph R. Cornelius, G. V. van Heck, M. C. Becht","2000","",
"52ea6ffac610fc204785ea46177b72c207146a38","10.1177/147470490900700302","Emotional Tears as Biological Signals","O. Hasson","2009","",
"630d2ff6c3dd45d0a3be3049a5cf8d308da48fb4","10.1177/147470491301100114","Emotional Tears Facilitate the Recognition of Sadness and the Perceived Need for Social Support","M. Balsters, E. Krahmer, M. Swerts, A. Vingerhoets","2013","Evolutionary psychology : an international journal of evolutionary approaches to psychology and behavior",
"67f622840ae622bca044bac199d27cd36a728691","10.1080/02699930143000149","Crying and mood change: A cross-cultural study","M. C. Becht, A. Vingerhoets","2002","",
"d91d5506ec14af29346439a3e1215afa1c17aaef","10.1177/1754073915586226","The Riddle of Human Emotional Crying: A Challenge for Emotion Researchers","A. Vingerhoets, Lauren M. Bylsma","2016","Emotion review : journal of the International Society for Research on Emotion",
"31071daddafc8677e4d562374ae6caa2d2cbd906","10.3389/fpsyg.2014.00502","Is crying a self-soothing behavior?","Asmir Gračanin, Lauren M. Bylsma, A. Vingerhoets","2014","Front. Psychol.",
"76ab401195f575304d366ac251eaef101409f4fe","10.1007/s11031-016-9543-0","The social impact of emotional tears","A. Vingerhoets, Niels van de Ven, Yvonne van der Velden","2016","Motivation and emotion",
"3b78afc281cbe4573ba99e5575acf4445fbfe0cd","10.1177/112067219900900201","Origin and Types of Emotional Tearing","J. Murube, L. Murube, A. Murube","1999","European journal of ophthalmology",
"ca1d174d3980e55a7d35fbdca7693e1af3689d2c","10.1177/147470491100900304","Age-Related Changes in the Signal Value of Tears","D. Zeifman, Sarah A. Brown","2011","Evolutionary psychology : an international journal of evolutionary approaches to psychology and behavior",
