ssid,doi,title,authors,year,venue
"60af3215393f19e5e28e3686867168a41af81e8e","10.1016/S0160-2896(99)00016-1","Emotional intelligence meets traditional standards for an intelligence","J. Mayer, D. Caruso, P. Salovey","1999","",
"9f5ac049fe4aa8274f76a9ee1dbf9d135158e0c4","10.5465/AMR.1987.4306444","Expression of Emotion as Part of the Work Role","A. Rafaeli, R. I. Sutton","1987","",
"38d10aa8ecf805f0fe33d8dd7c94c2a310a0ae01","10.1177/001872679504800201","Emotion in the Workplace: A Reappraisal","B. Ashforth, R. Humphrey","1995","",
"29948b5fabf65bd3484bd8b3893db253674cbcdd","10.1037/1076-8998.5.1.95","Emotion regulation in the workplace: a new way to conceptualize emotional labor.","A. Grandey","2000","Journal of occupational health psychology",
"5ea177fe1bf2d6f6c172080d96cd8f28ddd18a1b","10.5465/AMR.1993.3997508","Emotional Labor in Service Roles: The Influence of Identity","B. Ashforth, R. Humphrey","1993","",
"bf73fb8ef443ef7f1d1418a0301c02bd18d1b0a1","10.1016/S0191-8869(98)00001-4","Development and validation of a measure of emotional intelligence.","N. Schutte, J. Malouff, L. Hall, D. J. Haggerty, J. T. Cooper, C. Golden, L. Dornheim","1998","",
"5b5719b67545addf66322f92562a169e41a274a5","10.5465/AMR.1996.9704071861","The Dimensions, Antecedents, and Consequences of Emotional Labor","J. A. Morris, D. C. Feldman","1996","",
"c681b4dbd705db71d9668e32e471eeeadfa1b939","10.2307/3094912","The Ripple Effect: Emotional Contagion and its Influence on Group Behavior","Sigal G. Barsade","2002","",
"22f0124864388c855fda6a646e800e05be979215","10.2307/30040678","WHEN 'THE SHOW MUST GO ON': SURFACE ACTING AND DEEP ACTING AS DETERMINANTS OF EMOTIONAL EXHAUSTION AND PEER-RATED SERVICE DELIVERY","A. Grandey","2003","",
"9d9e10333744ea1b27d7a3af636371be6a0a828a","10.1037/10182-006","Emotional attention, clarity, and repair : Exploring emotional intelligence using the Trait Meta-Mood Scale","P. Salovey, J. Mayer, S. Goldman, C. Turvey, T. Palfai","1995","",
