ssid,doi,title,authors,year,venue
"2cb0df127cc0bccac6bc4a17a2ac381bbab34a6b","10.1017/CBO9780511779329","Prospect Theory by Peter P. Wakker","P. Wakker","2010","",
"2e20208b12ec448ef6acb813c030fe804fdb5d9b","10.1007/s11238-021-09839-8","Individual-Level Loss Aversion in Riskless and Risky Choices","S. Gaechter, Eric J. Johnson, A. Herrmann","2007","Theory and Decision",
"5ec898802281363b65dac77409dcb4e2c01fe115","10.1287/mnsc.1110.1368","Experienced vs. Described Uncertainty: Do We Need Two Prospect Theory Specifications?","M. Abdellaoui, Olivier L’Haridon, C. Paraschiv","2011","Manag. Sci.",
"1800ffea09eaade784fcd98968f63b5504e5b014","10.1287/mnsc.2013.1869","Risk Preferences Around the World","M. Rieger, Mei Wang, T. Hens","2015","Manag. Sci.",
"8046b451469be9fdb691690c466a7dc1989a3e09","10.1007/S11238-010-9234-3","Measuring the time stability of Prospect Theory preferences","Stefan Zeisberger, Dennis Vrecko, Thomas Langer","2010","",
"776f907537a6e6e12bf6fa635ccdffd4078981e4","10.1146/ANNUREV-ECONOMICS-080511-110950","Probability and Risk: Foundations and Economic Implications of Probability-Dependent Risk Preferences","Helga Fehr-Duda, Thomas Epper","2012","",
"d2e7e9df47668b79d78b9f8ad71c059eb2f602b3","10.1007/S10683-011-9306-4","Random incentive systems in a dynamic choice experiment","Guido Baltussen, G. T. Post, M. V. Assem, P. Wakker","2011","",
"a11d39702f67530083fac0946de2cefed022b197","10.1007/S11166-012-9157-1","Ambiguity attitudes and social interactions: An experimental investigation","G. Charness, Edi Karni, Dan Levin","2013","",
"d4068980f1a97638e47c4dc5c6adc925d825415b","10.1287/mnsc.1100.1282","The Midweight Method to Measure Attitudes Toward Risk and Ambiguity","G. V. D. Kuilen, P. Wakker","2009","Manag. Sci.",
"1ae2c15d4a5aae12aab64b809415fed2acec4ac6","10.1007/978-3-319-20451-2_21","Ambiguity and the Bayesian Paradigm","I. Gilboa, M. Marinacci","2011","",
