ssid,doi,title,authors,year,venue
"525abe70d233be77efafc82324075d1a7915716a","10.1037/10772-000","Learning theory and the symbolic processes.","O. Mowrer","1960","",
"5726262a4e4ac13d49432d7693f5132a65818b14","10.1016/0022-0965(88)90063-X","Contextualism: The world view of behavior analysis","E. K. Morris","1988","",
"faee6a85730a27e5a600dbf4eaa54d87a0de9322","10.1037/11293-000","Principles of Psychology: A Systematic Text in the Science of Behavior","F. Keller, W. N. Schoenfeld","1995","",
"5ebd3408b57619878b549288ef95c63e38ff5121","10.1037/H0048687","Imitation of film-mediated agressive models.","A. Bandura, D. Ross, S. Ross","1963","Journal of abnormal and social psychology",
"b3956e5059392a99768ef1099c66196322fe964b","10.1016/0005-7967(76)90001-2","The learning theory model of neurosis--a new approach.","H. Eysenck","1976","Behaviour research and therapy",
"de3343182d5a4bcd6d1aa87828f0a554db6c9e22","10.1037/0003-066X.32.1.5","Reflections on the cognitive--learning trend in psychotherapy.","M. Mahoney","1977","The American psychologist",
"73f8c97219fe454e7dd5bcd7d19c34a341784b49","10.1037/0033-2909.86.5.1107","Choosing between predictable and unpredictable shock conditions: Data and theory.","P. Badia, J. Harsh, B. Abbott","1979","",
"14d4017ae5ab484f3c60d8815b34e92a1c01e12e","10.1016/0022-3956(64)90027-5","A COMPARISON OF GSR FEAR RESPONSES PRODUCED BY THREAT AND ELECTRIC SHOCK.","W. Bridger, I. Mandel","1964","Journal of psychiatric research",
"5f0bc90727baa8933229cd14592a07b4c629bc28","10.1017/S0140525X00061653","The conditioning model of neurosis","H. Eysenck","1979","Behavioral and Brain Sciences",
"a515c6ef747b69d103305e8e326390f05d5f8caa","10.1037/H0027272","Mental imagery in associative learning and memory","A. Paivio","1969","",
