ssid,doi,title,authors,year,venue
"a132a9e960dbd5ce0db8a8cb08d5f4ba7138a3b3","10.1016/0304-422X(94)00020-7","Mechanisms of emotional involvement with drama","D. Zillmann","1995","",
"740f1fcb5079898a12b5825ff467d765aaffdd58","10.1016/0304-422X(94)P4296-S","A taxonomy of the emotions of literary response and a theory of identification in fictional narrative","K. Oatley","1995","",
"9ebba06ea8ded3a9679e09461bc4939ac3467a13","10.1207/S15327825MCS0403_01","Defining Identification: A Theoretical Look at the Identification of Audiences With Media Characters","Jonathan Cohen","2001","",
"93a979a7af230e4ca00a13dfca6f4b2abd3aa4bf","None","Game Sound Technology and Player Interaction: Concepts and Developments","M. Grimshaw","2010","",
"782c7d913c9030880af8099d808a7d6c3447dc2d","10.1111/J.1468-2885.2004.TB00321.X","Enjoyment: At the Heart of Media Entertainment","P. Vorderer, C. Klimmt, U. Ritterfeld","2004","",
"594e762381b34aaab6a28a7c7111d3325c458b3b","10.1207/s15326950dp3802_5","Transportation Into Narrative Worlds: The Role of Prior Knowledge and Perceived Realism","Melanie C. Green","2004","",
"2e2c3a7358e72a3acc5c7050f9570f195211c37f","10.1111/J.1468-2885.2004.TB00318.X","Flow and Media Enjoyment","John L. Sherry","2004","",
"85d333e243752c2f345227aec903ff5ae4229310","10.1080/15213260903287259","Measuring Narrative Engagement","Rick W. Busselle, Helena Bilandzic","2009","",
"f897eabf9a2c8ad830c2991d1d759ebce4a35634","10.1207/S1532785XMEP0702_1","Some Like It Bad: Testing a Model for Perceiving and Experiencing Fictional Characters","E. Konijn, J. Hoorn","2005","",
"cfb76b9794ca36aac620637b38aedabcf62e3262","10.1207/S1532785XMEP0704_2","Young Adults' Wishful Identification With Television Characters: The Role of Perceived Similarity and Character Attributes","C. Hoffner, M. Buchanan","2005","",
