ssid,doi,title,authors,year,venue
"043e11b0c56f8eb3601978c19d4c5728cfd0a521","10.1037/0033-2909.115.2.243","Guilt: an interpersonal approach.","R. Baumeister, A. Stillwell, T. Heatherton","1994","Psychological bulletin",
"652928a96caa4eace8c36e3ec05ffaff5a7ae6b3","10.1146/ANNUREV.PSYCH.56.091103.070145","Moral emotions and moral behavior.","J. Tangney, J. Stuewig, Debra J. Mashek","2007","Annual review of psychology",
"cb7180c3937f7efdf7a4a2101a6bedbe0337cf77","10.1037/a0021466","Shame, guilt, and depressive symptoms: a meta-analytic review.","Sangmoon Kim, R. Thibodeau, R. S. Jorgensen","2011","Psychological bulletin",
"56e158c8a87f21f8611377047ce171fc71b1334f","10.1007/978-3-319-24612-3_302355","Self-Conscious Emotions","M. Lewis","1995","",
"fd149cdfc1bd23eb66914a25df68822b76bcddda","10.1007/BF00992963","Participant descriptions of guilt and shame","F. W. Wicker, Glen C. Payne, R. D. Morgan","1983","",
"a5b284d47282eaeb7e410608e07f2dd855bfa253","10.1037/0022-3514.61.4.598","Moral affect: the good, the bad, and the ugly.","J. Tangney","1991","Journal of personality and social psychology",
"51b0f7538e281c2929b16cd914450c47632d4a87","10.1037/0022-3514.62.4.669","Shamed into anger? The relation of shame and guilt to anger and self-reported aggression.","J. Tangney, P. Wagner, C. Fletcher, R. Gramzow","1992","Journal of personality and social psychology",
"b2fa2c6874b122be68295c9d51caacf92136746d","10.1037/0022-3514.70.6.1256","Are shame, guilt, and embarrassment distinct emotions?","J. Tangney, R. S. Miller, L. Flicker, D. H. Barlow","1996","Journal of personality and social psychology",
"6203ad70747d5e595125ceaca6292b189b2876cf","10.1037/0022-3514.70.4.797","Relation of shame and guilt to constructive versus destructive responses to anger across the lifespan.","J. Tangney, P. Wagner, D. Hill-Barlow, D. Marschall, R. Gramzow","1996","Journal of personality and social psychology",
"79d2cd344a0f6b84ab886551e1fe43dc388eeba9","10.1002/CPP.507","Compassionate mind training for people with high shame and self‐criticism: overview and pilot study of a group therapy approach","P. Gilbert, S. Procter","2006","",
