ssid,doi,title,authors,year,venue
"1ab5acd8fdfb00bc366e5ffb72a549d3248db5f5","10.1007/s007790200043","SenToy in FantasyA: Designing an Affective Sympathetic Interface to a Computer Game
","Ana Paiva, G. Andersson, K. Höök, D. Mourão, Marco Costa, C. Martinho","2002","Personal and Ubiquitous Computing",
"1abb33ea02f3f4958568f96b551284f449ce294b","10.1145/958432.958446","Towards tangibility in gameplay: building a tangible affective interface for a computer game","Ana Paiva, R. Prada, Ricardo Chaves, M. Vala, A. Bullock, G. Andersson, K. Höök","2003","ICMI '03",
"735a2a49da1bd1807a0a46d7e7d00e2fe91a6c7b","10.1109/ROMAN.1995.531960","The representation of agents: a study of phenomena in virtual environments","W. King, J. Ohya","1995","Proceedings 4th IEEE International Workshop on Robot and Human Communication",
"5c983328d72c1864d1dc55357fba394b07a53cd2","10.1007/978-3-642-34182-3_4","User Experience of Gesture Based Interfaces: A Comparison with Traditional Interaction Methods on Pragmatic and Hedonic Qualities","M. H. Beurden, W. IJsselsteijn, Y. D. Kort","2011","Gesture Workshop",
"cfd31d9495540ff23d77e3368603d729f6eb25d0","10.1109/ROMAN.2007.4415215","EmotiRob: Companion robot Project","S. Saint-Aimé, B. L. Pévédic, D. Duhaut, T. Shibata","2007","RO-MAN 2007 - The 16th IEEE International Symposium on Robot and Human Interactive Communication",
"b8f8aea0ee25d40db77b52dbade8c26c3dde9824","10.1109/ICSMC.2007.4413700","Building emotions with 6 degrees of freedom","S. Saint-Aimé, B. L. Pévédic, D. Duhaut","2007","2007 IEEE International Conference on Systems, Man and Cybernetics",
"a0717d757fa1501f8a3f04c5b924a4a72c2a5b55","10.1007/978-3-540-39396-2_11","FantasyA - The Duel of Emotions","R. Prada, M. Vala, Ana Paiva, K. Höök, A. Bullock","2003","IVA",
"73b66a6b4c4bc8e975ca3f6b446c6efe307439e5","10.1016/S1071-5819(03)00048-X","SenToy: an affective sympathetic interface","Ana Paiva, Marco Costa, Ricardo Chaves, Moisés Simões Piedade, D. Mourão, Daniel Sobral, K. Höök, G. Andersson, A. Bullock","2003","Int. J. Hum. Comput. Stud.",
"4d5dc242e8ff6515efe6ce214f914a22bf73ec22","10.1109/PSIVT.2010.85","What Makes Motion Meaningful? Affective Properties of Abstract Motion","L. Bartram, Ai Nakatani","2010","2010 Fourth Pacific-Rim Symposium on Image and Video Technology",
"d6431d764c95eccf7006259741121ebfed755a8a","10.1145/2030441.2030461","Simple motion textures for ambient affect","Matt Lockyer, L. Bartram, B. Riecke","2011","CAe '11",
