ssid,doi,title,authors,year,venue
"b84c23a01a08bf725bf13a24333fef9395c463be","10.1111/J.1933-1592.2004.TB00382.X","The Phenomenology of Cognition Or What Is It Like to Think That P","D. Pitt","2004","",
"7a142818d9109fc567c81fcc9f885347643b3065","10.1016/B978-0-08-101107-2.00037-3","The Return of Concept Empiricism","J. Prinz","2005","",
"67c3cb48e98937fcd8dd3bde5116018df1346e9e","10.1098/rstb.2012.0120","Grist and mills: on the cultural origins of cultural learning","C. Heyes","2012","Philosophical Transactions of the Royal Society B: Biological Sciences",
"a262fbb1115d7ca91c12ad543f326e102306c630","10.1215/00318108-2007-037","The Unreliability of Naive Introspection","Eric Schwitzgebel","2008","",
"8d3622c732e1d409cee1c345013fcfdf6593a460","10.1111/PHPR.12260","Corporate Crocodile Tears? On the Reactive Attitudes of Corporate Agents","G. Björnsson, K. Hess","2017","",
"9ad29f0c42b2ef417b823390472820b589cfc265","10.1016/j.concog.2007.12.006","The phenomena of inner experience","C. Heavey, R. T. Hurlburt","2008","Consciousness and Cognition",
"4130942a5732b58a6872163fda7f42725ce96c5a","10.1111/J.0268-1064.2006.00309.X","The Evolution and Evolvability of Culture","K. Sterelny","2006","",
"6205468798bf87e08e88c6dc7bf74b77c45642b0","10.1037/a0026905","Toward a phenomenology of feelings.","C. Heavey, R. T. Hurlburt, Noelle L. Lefforge","2012","Emotion",
"6e08a7efbe70583387c7cc780d911183bb4f0cde","10.1016/B978-008044612-7/50085-8","Chapter 30 - THE RETURN OF CONCEPT EMPIRICISM","J. Prinz","2005","",
"1e46f069425f9bb51a2da93867d0a288da72383c","10.1111/1467-9329.00219","Intentionality and Self-Awareness","R. Perrett","2003","",
