ssid,doi,title,authors,year,venue
"f8a7bddcc781545ec7305181733085b79d0ade50","10.1016/S0165-0173(98)00019-8","What is the role of dopamine in reward: hedonic impact, reward learning, or incentive salience?","K. Berridge, T. Robinson","1998","Brain Research Reviews",
"5b09c7189783b8d0b5f1854fd5ab71210f1b4066","10.1016/0006-8993(78)90568-1","The taste reactivity test. I. Mimetic responses to gustatory stimuli in neurologically normal rats","H. Grill, R. Norgren","1978","Brain Research",
"2993069cd29bb6b2cf86cba46b145119d2095bc9","10.1016/0165-0173(93)90013-P","The neural basis of drug craving: An incentive-sensitization theory of addiction","T. Robinson, K. Berridge","1993","Brain Research Reviews",
"2c3d49d333514ca29ffa128dca631e5f5cfbfe5b","10.1016/j.tins.2008.09.009","The hidden island of addiction: the insula","Nasir H. Naqvi, A. Bechara","2009","Trends in Neurosciences",
"2e744656a2a84ee576a03a51bc875f6b16616728","10.1007/s00213-006-0578-x","The debate over dopamine’s role in reward: the case for incentive salience","K. Berridge","2007","Psychopharmacology",
"ca2dfa235e42c55be066ba7edffa7bc19b6f50c9","10.1016/0149-7634(95)00033-B","Food reward: Brain substrates of wanting and liking","K. Berridge","1996","Neuroscience & Biobehavioral Reviews",
"d0f925354ab3bb5a52400a634bb9b2182b801481","10.1016/S0165-0173(99)00023-5","The role of nucleus accumbens dopamine in motivated behavior: a unifying interpretation with special reference to reward-seeking","S. Ikemoto, J. Panksepp","1999","Brain Research Reviews",
"a1edf93651abbb2825ae875fb485a83f83854a40","10.1016/S0149-7634(02)00007-6","Emotion and motivation: the role of the amygdala, ventral striatum, and prefrontal cortex","R. Cardinal, J. Parkinson, Jeremy Hall, B. Everitt","2002","Neuroscience & Biobehavioral Reviews",
"0222c7dd4562330a2304087d6a669a0b48bc93ae","10.1038/nrn1406","Dopamine, learning and motivation","R. Wise","2004","Nature Reviews Neuroscience",
"3be944444e670a5b53b717ebc368cfdf2e180184","10.1016/j.coph.2008.12.014","Dissecting components of reward: 'liking', 'wanting', and learning.","K. Berridge, T. Robinson, J. W. Aldridge","2009","Current opinion in pharmacology",
