ssid,doi,title,authors,year,venue
"4cda801628a1d3fcb126fd0ce1db22d720245017","10.1037/0033-2909.132.6.823","Experimental disclosure and its moderators: a meta-analysis.","J. Frattaroli","2006","Psychological bulletin",
"addabca39c0ec6a07a16527f347caccfc4041f34","10.1037/10451-005","Expressive writing and health: Self-regulation of emotion-related experience, physiology, and behavior.","S. Lepore, M. Greenberg, Michelle L. Bruno, J. Smyth","2002","",
"7b2a031026343c3b61cc87a595eba1c50f042b17","10.1016/0005-7967(93)90105-4","Putting stress into words: health, linguistic, and therapeutic implications.","J. Pennebaker","1993","Behaviour research and therapy",
"90fba00f29dd42eb45a8f551bb98b579518e4d33","10.1002/(SICI)1097-4679(199910)55:10<1243::AID-JCLP6>3.0.CO;2-N","Forming a story: the health benefits of narrative.","J. Pennebaker, J. Seagal","1999","Journal of clinical psychology",
"b279b9bc17fd6a6886c080beb085b839d883a668","10.1093/CLIPSY.BPH062","Taking Pen to Hand: Evaluating Theories Underlying the Written Disclosure Paradigm","D. Sloan, B. Marx","2006","",
"05c84e7561db4a1a090550f3cedc001151b064fc","10.1037/0022-006X.72.2.165","A closer examination of the structured written disclosure procedure.","D. Sloan, B. Marx","2004","Journal of consulting and clinical psychology",
"df44a6bc4be2937b06657d72fe1a957685ae6409","10.1192/APT.11.5.338","Emotional and physical health benefits of expressive writing","K. Baikie, K. Wilhelm","2005","",
"91944c655c131b104ab5600d0f27b74aedadc9c6","10.1080/08870440290025768","Mending Broken Hearts: Effects of Expressive Writing on Mood, Cognitive Processing, Social Adjustment and Health Following a Relationship Breakup","S. Lepore, M. Greenberg","2002","",
"580a9d1576d4a6965204dfd1b0ca5cc559efed49","10.1111/j.1467-9280.2006.01762.x","How Do I Love Thee? Let Me Count the Words","R. Slatcher, J. Pennebaker","2006","Psychological science",
"f1e581f8fa89f8074ce6635cf6b789b4c3054117","10.1016/S0272-7358(98)00015-4","Empirical foundations for writing in prevention and psychotherapy: mental and physical health outcomes.","B. Esterling, L. L'Abate, E. Murray, J. Pennebaker","1999","Clinical psychology review",
