ssid,doi,title,authors,year,venue
"abdb50b468fce56a19a51d2adc5eca06927f1616","10.1001/ARCHNEUR.1983.04050040025003","Hemispheric specialization and the neurology of emotion.","D. Bear","1983","Archives of neurology",
"cfb11b2df4880ce75bedf2377979c9c83bf2d9e8","10.1111/J.1469-8986.1981.TB02919.X","The symmetry of emotional and deliberate facial actions.","P. Ekman, J. C. Hager, W. Friesen","1981","Psychophysiology",
"f1811a840dcbace55b32c4af60b73449ac658ef7","10.1016/0028-3932(80)90070-6","Facedness and emotion related to lateral dominance, sex and expression type","J. Borod, H. S. Caron","1980","Neuropsychologia",
"365e89086a5668705a52e0de944111fd9f93d468","10.1037//0096-3445.110.1.86","Sex and hemisphere differences in access to codes for processing emotional expressions and faces.","M. A. Safer","1981","Journal of experimental psychology. General",
"6fe12bed518b2e2a94f1a8e1dcebb6e805c82cd6","10.1016/0028-3932(82)90088-4","Asymmetries in spontaneous facial expressions and their possible relation to hemispheric specialization","M. Moscovitch, J. Olds","1982","Neuropsychologia",
"7d2f308481256bb39a640d68938d9661fba15888","10.1016/0028-3932(81)90110-X","Perception and expression of emotion in right-handers and left-handers","W. Heller, J. Levy","1981","Neuropsychologia",
"dc80d55dfc98cbfd61822ec588471a6c0cf6ac8c","10.1016/0028-3932(86)90050-3","The expression and perception of facial emotion in brain-damaged patients","J. Borod, E. Koff, M. Lorch, M. Nicholas","1986","Neuropsychologia",
"2f6c5f35b3519a9ae7c5fdba71cf16215cc54c21","10.1037/0894-4105.7.4.445","Cerebral mechanisms underlying facial, prosodic, and lexical emotional expression: A review of neuropsychological studies and methodological issues.","J. Borod","1993","",
"56a8ccd1ffaf728e76dd11ede89df827b962501c","10.1080/02699939308409178","Left/right and cortical/subcortical dichotomies in the neuropsychological study of human emotions","G. Gainotti, C. Caltagirone, P. Zoccolotti","1993","",
"ef102b7ec7c331be227ffe1986c6df0adf3355aa","10.1016/0028-3932(84)90040-X","Autonomic recognition of names and faces in prosopagnosia: A neuropsychological application of the guilty knowledge test","R. Bauer","1984","Neuropsychologia",
