ssid,doi,title,authors,year,venue
"2b799193a93b95e7b839bdfe41f2d8e1c809ec11","10.1016/S0889-5406(03)00307-X","Dynamic smile visualization and quantification: Part 2. Smile analysis and treatment strategies.","D. Sarver, M. Ackerman","2003","American journal of orthodontics and dentofacial orthopedics : official publication of the American Association of Orthodontists, its constituent societies, and the American Board of Orthodontics",
"e2ed1ad8b567bab8f8315bb446a36bf22d488abc","10.1016/S0889-5406(03)00306-8","Dynamic smile visualization and quantification: part 1. Evolution of the concept and dynamic records for smile capture.","D. Sarver, M. Ackerman","2003","American journal of orthodontics and dentofacial orthopedics : official publication of the American Association of Orthodontists, its constituent societies, and the American Board of Orthodontics",
"e391b494d838ac32fa3116be1243308b01f39359","10.1016/J.AJODO.2003.11.027","Buccal corridors and smile esthetics.","Theodore E. Moore, K. Southard, J. Casko, F. Qian, T. Southard","2005","American journal of orthodontics and dentofacial orthopedics : official publication of the American Association of Orthodontists, its constituent societies, and the American Board of Orthodontics",
"1e27a9ca7ee64b2841c7d5a8b61097fbf27fb92b","10.1016/J.AJODO.2004.02.013","The effects of buccal corridor spaces and arch form on smile esthetics.","Dustin Roden-Johnson, Ronald Gallerano, J. English","2005","American journal of orthodontics and dentofacial orthopedics : official publication of the American Association of Orthodontists, its constituent societies, and the American Board of Orthodontics",
"a74483315d74091e9e55f7a51cfb3d9a259deac3","10.1016/J.AJODO.2005.07.004","Smile esthetics: perception and comparison of treated and untreated smiles.","E. Işıksal, S. Hazar, S. Akyalcin","2006","American journal of orthodontics and dentofacial orthopedics : official publication of the American Association of Orthodontists, its constituent societies, and the American Board of Orthodontics",
"2782100d7db1f3c62c3f727a601455116296c102","10.1016/j.ajodo.2006.04.046","Characterization of posed smile by using visual analog scale, smile arc, buccal corridor measures, and modified smile index.","V. Krishnan, Sunish T Daniel, Don Lazar, Abin Asok","2008","American journal of orthodontics and dentofacial orthopedics : official publication of the American Association of Orthodontists, its constituent societies, and the American Board of Orthodontics",
"4114f465e106a82f2dd161dc14e45c7c46b6e6c5","10.1016/j.ajodo.2006.05.042","Hard- and soft-tissue contributions to the esthetics of the posed smile in growing patients seeking orthodontic treatment.","Laurie McNamara, J. McNamara, M. Ackerman, T. Baccetti","2008","American journal of orthodontics and dentofacial orthopedics : official publication of the American Association of Orthodontists, its constituent societies, and the American Board of Orthodontics",
"486f43a288b064cde819b1049c3549e02fd852c4","10.14219/JADA.ARCHIVE.2008.0043","Esthetics and smile characteristics from the layperson's perspective: a computer-based survey study.","A. J. Ker, Richard Chan, H. Fields, M. Beck, S. Rosenstiel","2008","Journal of the American Dental Association",
"8c024bb95365d943d4c62aa2ce2ca8228c85bbd0","None","The eight components of a balanced smile.","R. Sabri","2005","Journal of clinical orthodontics : JCO",
"570838fa8df8536a2d92590567f295a3a7e039ec","10.1016/J.AJODO.2005.11.037","Dynamic smile analysis in young adults.","Christopher Maulik, R. Nanda","2007","American journal of orthodontics and dentofacial orthopedics : official publication of the American Association of Orthodontists, its constituent societies, and the American Board of Orthodontics",
