ssid,doi,title,authors,year,venue
"262397aa0b9c117157d3af80e1c68ad37e28332f","10.1177/1069072710395536","Barrier or Benefit? Emotion in Life-Career Design","P. J. Hartung","2011","",
"4ed8139ecd602a9b77153e871bc175370b251de0","10.1016/J.EMOSPA.2012.03.001","Atmospheres of Law: Senses, Affects, Lawscapes","A. Philippopoulos-Mihalopoulos","2013","",
"f6eceb6fd0db602063543392af1afad7a05ba75a","10.1108/IJCTHR-07-2012-0059","Dark tourism and voyeurism: tourist arrested for “spying” in Iran","D. Buda, A. McIntosh","2013","",
"57a8cf4332f37a1fab18e54c1eed6387af6600d1","10.1080/10941665.2015.1068195","The Relationships Amongst Emotional Experience, Cognition, and Behavioural Intention in Battlefield Tourism","Yi-Ju Lee","2016","",
"c90abf84d5d817b17b23040c1c9b5a08269d72ac","10.1016/J.TOURMAN.2012.08.002","Dark tourism motivations: Simulation, emotional contagion and topographic comparison","J. Podoshen","2013","",
"7ee881a3af790dcf69298d4c9c330b0c162a3238","10.1016/J.ANNALS.2014.10.008","The death drive in tourism studies","D. Buda","2014","",
"b38aa8d53bc6c6595a2c8b9e55c93fe078c1cf8d","10.1016/J.TOURMAN.2017.01.011","Progress in dark tourism and thanatourism research: An uneasy relationship with heritage tourism","D. Light","2017","",
"2f1d1994c9030333781946f6b278fa3fdaf162a7","10.1108/IJCTHR-05-2013-0032","New perspectives on dark tourism","A. Biran, Kenneth F. Hyde","2013","",
"72131efb01daabf86e7cbd74e723c51b553ef53f","10.1016/J.ANNALS.2014.03.005","Feeling and tourism studies","D. Buda, A. d'Hauteserre, L. Johnston","2014","",
"ec6f5b97956c4931c7f33e9b657a17c0010093f4","10.1016/J.EMOSPA.2014.11.002","Staging atmospheres: Materiality, culture, and the texture of the in-between","M. Bille, P. Bjerregaard, T. Sørensen","2015","",
